Area,Utility Group,Utility,Indicator Category,Indicator Sub Category,Indicator Code,Derived,Indicator Name,Unit,Footnote (2023-2024),2023-2024,2022-2023,2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2013-2014,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2002-2003
New South Wales - Country,"Small—10,000–20,000 connected properties",Ballina Shire Council,Finance,Revenue,F5,Derived,Revenue per property: water supply,$/property,,859.27,934.72,981.44,1039.05,1038.14,1120.39,1168.12,1004.86,987.17,1032.92,1037.59,955.96,857.21,965.2,778.57,648.67,653.83,627,588.8,,,
New South Wales - Country,"Small—10,000–20,000 connected properties",Ballina Shire Council,Finance,Revenue,F6,Derived,Revenue per property: wastewater,$/property,,1710.42,1797.55,2087.79,2528.91,1980.4,2141.22,2172.84,1547.82,1597.77,1525.03,1435.15,1321.47,1351.54,1575.98,1165.69,1000.09,1079.04,931.05,992.69,,,
New South Wales - Country,"Small—10,000–20,000 connected properties",Ballina Shire Council,Finance,Revenue,F7,Derived,Total income per property,$/property,,2270.55,2456.12,2669.97,3056.59,2655.14,2938.93,3212.93,2420.3,2494.4,1441.73,2450.58,2087.31,2066.34,2436.11,1843.15,1529.04,1624.66,1490.3,1278.17,,,
New South Wales - Country,"Small—10,000–20,000 connected properties",Ballina Shire Council,Finance,Revenue from community service obligations (CSOs),F8,Derived,Community service obligations ratio,ratio,,0.0,0.0077,0.008,0.007,0.009,0.0081,0.0075,0,0.0189,0.0114,0.014,0.0136,0.0115,0.0161,0.0196,0.0186,0.024,0.0253,,,,0
New South Wales - Country,"Small—10,000–20,000 connected properties",Ballina Shire Council,Finance,Costs,F9,Report,Written-down replacement cost of fixed water supply assets,$ 000s,,76439.0,81090.65,89814.207,101926.287,101593.65,99633.211,98287.555,95131.518,89700.47,88231.137,145074.243,141470.92,141800.876,121662.739,121202.904,122359.409,124574.809,,,,,
New South Wales - Country,"Small—10,000–20,000 connected properties",Ballina Shire Council,Finance,Costs,F10,Report,Written-down replacement cost of fixed wastewater assets,$ 000s,,277451.0,277571.198,291133.603,281566.112,279979.144,282897.477,271030.907,260245.471,250802.57,251762.72,344593.04,332772.102,304454.098,154266.583,141302.756,134236.639,133205.643,,,,,
New South Wales - Country,"Small—10,000–20,000 connected properties",Ballina Shire Council,Finance,Costs,F11,Derived,Operating cost per property: water supply,$/property,,784.4,753.41,788.5,775.8,774.17,736.53,742.57,774.72,766.18,826.59,836.85,850.19,773.68,731.25,676.01,646.14,562.38,538.78,525.54,,,
New South Wales - Country,"Small—10,000–20,000 connected properties",Ballina Shire Council,Finance,Costs,F12,Derived,Operating cost per property: wastewater,$/property,,729.0,779.46,791.85,832.87,878.34,846.89,753.54,794.18,792.57,829.15,838.15,890.35,822.97,777.48,827.68,794.4,694.98,603.37,593.67,,,
New South Wales - Country,"Small—10,000–20,000 connected properties",Ballina Shire Council,Finance,Capital Expenditure,F14,Report,Capital expenditure: water supply,$ 000s,,3625.0,985.784,3043.585,2399.609,3726.426,4080.91,4756.597,1602.034,2084.47,3948.41,2737.348,2135.506,2355.269,3539.998,566.234,932.62,787.947,,,,,
New South Wales - Country,"Small—10,000–20,000 connected properties",Ballina Shire Council,Finance,Capital Expenditure,F15,Report,Capital expenditure: wastewater,$ 000s,,5117.0,1444.288,7371.967,7076.516,5792.06,17610.768,14828.242,2895.842,3763.17,6585.81,11462.972,34880.379,39546.607,18031.996,11077.669,7459.48,6658.682,,,,,
New South Wales - Country,"Small—10,000–20,000 connected properties",Ballina Shire Council,Finance,Capital Expenditure,F16,Derived,Total capital expenditure: water supply and wastewater,$ 000s,,8742.0,2430,10416,9476,9518,21692,19585,4498,5848,10534,14200,37016,41902,21572,11644,8392,7447,6897,5581,,,
New South Wales - Country,"Small—10,000–20,000 connected properties",Ballina Shire Council,Finance,Capital Expenditure,F28,Derived,Capital expenditure per property: water supply,$/property,,209.54,60.44,180.67,144.44,228.46,254.31,302.39,103.18,136.8,275.53,192.92,152.63,162.95,243.75,39,66.54,,,,,,
New South Wales - Country,"Small—10,000–20,000 connected properties",Ballina Shire Council,Finance,Capital Expenditure,F29,Derived,Capital expenditure per property: wastewater,$/property,,348.5364,71.9018,515.257,503.2189,419.0454,1261.9391,1001.9083,198.7559,261.3494,466.4788,814.687,2538.5076,2963.2568,1333.628,846.4616,586.841,,,,,,
New South Wales - Country,"Small—10,000–20,000 connected properties",Ballina Shire Council,Finance,Economic real rate of return,F17,Report,Economic real rate of return: water supply,ratio,,-0.73,1.6,1.4,2.4,2.4,4.4,5,1.84,1.6,1.2,0.3,-0.7,-1.3,0.2,-1.3,-2.35,-1.2,0.1,-1.7,,,
New South Wales - Country,"Small—10,000–20,000 connected properties",Ballina Shire Council,Finance,Economic real rate of return,F18,Report,Economic real rate of return: wastewater,ratio,,3.52,3.7,4.6,6.7,1.9,4.8,6.1,2.43,2.9,2.7,1.4,0.6,0.4,3.6,-0.3,-2.28,-0.7,1.1,0.5,,,
New South Wales - Country,"Small—10,000–20,000 connected properties",Ballina Shire Council,Finance,Economic real rate of return,F19,Report,Economic real rate of return: water supply and wastewater,ratio,,2.6,3.2,3.8,5.6,2,4.7,5.8,2.27,2.5,2.3,1.1,0.2,-0.2,2.1,-0.8,-2.31,-1,0.6,-0.3,,,
New South Wales - Country,"Small—10,000–20,000 connected properties",Ballina Shire Council,Finance,Dividends,F20,Report,Dividends,$ 000s,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365.778,551.381,567.713,,,
New South Wales - Country,"Small—10,000–20,000 connected properties",Ballina Shire Council,Finance,Dividends,F21,Derived,Dividend payout ratio,ratio,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.2,0.4,,,,0
New South Wales - Country,"Small—10,000–20,000 connected properties",Ballina Shire Council,Finance,Net debt to equity,F22,Report,Net debt to equity ratio,ratio,,-1.8,-0.7,-0.5,2.2,5.4,7.3,10.8,12.5,15.4,16.9,10.7,8,2.3,-7.9,-9.7,-11,-12.7,-12.9,-20.1,,,
New South Wales - Country,"Small—10,000–20,000 connected properties",Ballina Shire Council,Finance,Interest cover,F23,Report,Interest cover ratio,ratio,,1.0,10.6,4.9,6.4,3.9,5.4,4.9,1.8,2,2,1,0.58,0,>100,0,0,0,>100,>100,,,
New South Wales - Country,"Small—10,000–20,000 connected properties",Ballina Shire Council,Finance,Dividends,F24,Report,Net profit after tax (NPAT),$ 000s,,8714.6,9819.286,9667.203,15002.213,8358.417,13762.573,16657.234,2416.102,3481.28,-12992.204,-70.389,-3597.558,-2452.492,6743.787,3742.631,-4462.09,281.954,3634.388,1284.654,,,
New South Wales - Country,"Small—10,000–20,000 connected properties",Ballina Shire Council,Finance,Net profit after tax,F30,Derived,Net profit after tax ratio,ratio,,0.0,0.2324,0.2,0.3,0.2,0.3,0.3294,0,-0.6277,-0.002,-0.1233,-0.0818,0.191,0.1415,-0.2082,0.0125,0.182,0.0716,,,,0
New South Wales - Country,"Small—10,000–20,000 connected properties",Ballina Shire Council,Finance,Community service obligations (CSOs),F25,Report,Community service obligations ($),$ 000s,,313.0,324.079,349.081,372.755,379.982,381.461,381.65,396.469,396.922,390.868,394.96,408.357,408.064,406.252,426.12,419.753,420.645,478.914,454.171,,,
New South Wales - Country,"Small—10,000–20,000 connected properties",Ballina Shire Council,Finance,Capital works grants,F26,Report,Capital works grants: water supply,$ 000s,,16.0,15.631,26.767,0,0,0,0,0,0,0,0,60.249,31.495,25.216,0,0,0,0,0,,,
New South Wales - Country,"Small—10,000–20,000 connected properties",Ballina Shire Council,Finance,Capital works grants,F27,Report,Capital works grants: wastewater,$ 000s,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.107,17.329,81.102,,,
New South Wales - Country,"Small—10,000–20,000 connected properties",Ballina Shire Council,Finance,Costs,IF11,Report,Operating cost: water supply,$ 000s,,13589.0,12955.872,13297.423,12889.16,12636.468,11837.277,11684.816,12028.309,11675.054,11864.453,11857.932,11889.213,11219.022,10603.183,9666.418,9055.723,,,,,,
New South Wales - Country,"Small—10,000–20,000 connected properties",Ballina Shire Council,Finance,Costs,IF12,Report,Operating cost: wastewater,$ 000s,,10709.0,11364.654,11318.925,11711.488,12127.458,11808.487,11161.724,11574.668,11412.126,11694.009,11790.15,12230.626,10945.153,10496.717,10842.22,10097.714,,,,,,
Victoria,"Major—100,000+ connected properties",Barwon Region Water Corporation,Finance,Revenue,F1,Report,Total revenue: water supply,$ 000s,,153951.0,139828.561,143752.785,147782.43,157647.482,157212.448,159957.85,140620.846,150996.09,147142.029,140125.473,137727.051,126595.343,107721.216,101831.057,95965.237,91881.885,85441.984,93142.283,93391.665,89973.389,91069.444
Victoria,"Major—100,000+ connected properties",Barwon Region Water Corporation,Finance,Revenue,F2,Report,Total revenue: wastewater,$ 000s,,135821.0,123273.096,126581.967,135704.566,134979.967,130519.647,131691.886,127412.682,124953.464,119163.553,118749.606,120926.62,118515.648,103295.55,98513.606,84325.966,73189.11,73398.25,78406.069,73926.837,70845.107,79121.967
Victoria,"Major—100,000+ connected properties",Barwon Region Water Corporation,Finance,Revenue,F3,Report,Total income for the utility,$ 000s,,297361.0,274339.785,303938.822,318439.779,308688.489,288991.029,293179.992,270170.626,279025.9,268981.428,261412.852,274332.978,307461.255,219635.278,204837.111,184813.891,166806.916,168076.651,,,,
Victoria,"Major—100,000+ connected properties",Barwon Region Water Corporation,Finance,Revenue,F4,Report,Percentage of residential revenue from usage charges: water supply,%,,72.0,71.1,70.61,68.06318179,67.7,68.3,70,67.5,68.9,67.7,66.9,68,66.9,65.3,66.5,67.4,50.2,52.3,58,57.6,58.7,61.3
Victoria,"Major—100,000+ connected properties",Barwon Region Water Corporation,Finance,Revenue,F5,Derived,Revenue per property: water supply,$/property,,846.61,783.33,823.74,865.44,950.81,972.28,1012.04,911.54,997.21,993.19,962.4,966.55,904.7,784.54,753.93,721.27,704.12,671.11,744.52,761.72,745.79,772.5
Victoria,"Major—100,000+ connected properties",Barwon Region Water Corporation,Finance,Revenue,F6,Derived,Revenue per property: wastewater,$/property,,818.45,757.53,796.72,874.17,897.37,892.31,933.98,924.27,921.76,896.78,925.37,942.34,942.02,835.54,813.8,702.05,626.39,644.33,699.1,671.32,654.93,747.92
Victoria,"Major—100,000+ connected properties",Barwon Region Water Corporation,Finance,Revenue,F7,Derived,Total income per property,$/property,,1635.25,1536.88,1741.66,1864.85,1861.77,1787.26,1854.29,1751.33,1842.75,1814.87,1795.42,1925.22,2197.25,1599.62,1516.57,1389.32,1277.17,1321.74,,,,
Victoria,"Major—100,000+ connected properties",Barwon Region Water Corporation,Finance,Revenue from community service obligations (CSOs),F8,Derived,Community service obligations ratio,ratio,,0.0405,0.0446,0.0425,0.0455,0.0435,0.0448,0,0,0.0483,0.0499,0.046,0.0403,0.0519,0.0546,0.0497,0.0487,0.048,,,,,0
Victoria,"Major—100,000+ connected properties",Barwon Region Water Corporation,Finance,Costs,F9,Report,Written-down replacement cost of fixed water supply assets,$ 000s,,2338239.0,2405725.073,2244913.524,2086340.857,2095569.08,2212525.799,2196196.073,2223686.28,2218258.045,1854751.829,1838627.475,1702213.718,1472578.437,1596412.999,1040991.858,983946.303,946115.024,937927.264,941294.555,962187.274,969684.045,927559.608
Victoria,"Major—100,000+ connected properties",Barwon Region Water Corporation,Finance,Costs,F10,Report,Written-down replacement cost of fixed wastewater assets,$ 000s,,1374514.0,1377999.189,1269917.858,1045241.547,1026893.233,1081884.263,1063334.338,1084875.155,1113688.24,1044203.869,1090975.647,1253338.717,948639.865,1005806.296,654733.729,601286.97,594407.379,598736.64,593073.833,598482.771,594962.085,576198.45
Victoria,"Major—100,000+ connected properties",Barwon Region Water Corporation,Finance,Costs,F11,Derived,Operating cost per property: water supply,$/property,,456.81,406.79,424.51,393.75,462.13,493.72,471.88,476.43,406.49,424.19,423.13,414.11,461.62,447.11,453.43,444.88,461.79,426.93,402.27,398.44,368.61,351.14
Victoria,"Major—100,000+ connected properties",Barwon Region Water Corporation,Finance,Costs,F12,Derived,Operating cost per property: wastewater,$/property,,402.68,434.48,386.31,378.74,372.71,338.78,340.19,318.75,340.52,340.89,396.48,384.29,449.92,391.87,411.91,437.49,370.35,400.14,384.42,354.91,330.89,314.27
Victoria,"Major—100,000+ connected properties",Barwon Region Water Corporation,Finance,Capital Expenditure,F14,Report,Capital expenditure: water supply,$ 000s,,62664.0,56532.536,30183.801,40314.31,48408.029,47158.376,43951.027,70805.913,46127.943,41826.747,90216.748,162439.089,236440.63,174625.423,90274.592,88471.764,60662.741,47919.726,37765.909,35402.315,28427.538,28050.674
Victoria,"Major—100,000+ connected properties",Barwon Region Water Corporation,Finance,Capital Expenditure,F15,Report,Capital expenditure: wastewater,$ 000s,,73286.0,57652.745,29120.944,36386.966,43258.743,50036.125,36650.913,32713.781,54865.724,39546.895,24779.372,43834.368,74944.106,73691.354,45262.152,39134.555,26994.409,34081.641,31462.669,33080.33,37759.369,42261.236
Victoria,"Major—100,000+ connected properties",Barwon Region Water Corporation,Finance,Capital Expenditure,F16,Derived,Total capital expenditure: water supply and wastewater,$ 000s,,135950.0,114185,59305,76701,91667,97195,80602,103520,100994,81374,114996,206273,311385,248317,135537,127608,87657,82000,69229,68483.0,66187,70312
Victoria,"Major—100,000+ connected properties",Barwon Region Water Corporation,Finance,Capital Expenditure,F28,Derived,Capital expenditure per property: water supply,$/property,,344.6,316.7,172.96,236.09,291.96,291.65,278.01,458.98,304.64,281.94,619.62,1139.97,1689.71,1271.81,668.37,665.1,,,,,,
Victoria,"Major—100,000+ connected properties",Barwon Region Water Corporation,Finance,Capital Expenditure,F29,Derived,Capital expenditure per property: wastewater,$/property,,441.6149,354.2869,183.2901,234.3947,287.5922,342.0759,259.7168,237.3109,404.7309,297.3162,193.097,341.586,595.6913,596.0733,373.902,326.6386,,,,,,
Victoria,"Major—100,000+ connected properties",Barwon Region Water Corporation,Finance,Economic real rate of return,F17,Report,Economic real rate of return: water supply,ratio,,0.01,0.01,0.01,0.01,0.01,0.01,1.6,0.86,0.02,2.24,1.97,2.21,0.82,0.99,1.53,1.1,0.4,0.7,,,,
Victoria,"Major—100,000+ connected properties",Barwon Region Water Corporation,Finance,Economic real rate of return,F18,Report,Economic real rate of return: wastewater,ratio,,0.03,0.02,0.03,0.04,0.04,0.04,4,3.69,0.04,3.97,3.09,2.9,3.6,3.8,5.35,2.4,2.4,1.9,,,,
Victoria,"Major—100,000+ connected properties",Barwon Region Water Corporation,Finance,Economic real rate of return,F19,Report,Economic real rate of return: water supply and wastewater,ratio,,0.01,0.01,0.01,0.02,0.02,0.02,2.4,1.79,0.03,3.17,2.38,2.5,1.91,2.08,2.98,1.6,1.2,1.2,2.8,,,
Victoria,"Major—100,000+ connected properties",Barwon Region Water Corporation,Finance,Dividends,F20,Report,Dividends,$ 000s,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1393.757,0,0,1644.746,,,
Victoria,"Major—100,000+ connected properties",Barwon Region Water Corporation,Finance,Dividends,F21,Derived,Dividend payout ratio,ratio,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,,,,0
Victoria,"Major—100,000+ connected properties",Barwon Region Water Corporation,Finance,Net debt to equity,F22,Report,Net debt to equity ratio,ratio,,0.3,0.2,0.26,0.3,0.3,0.3,0.3,34.5,0.3,38,39,37.3,27.7,21.2,19.3,14.7,11.2,8,6.9,,,
Victoria,"Major—100,000+ connected properties",Barwon Region Water Corporation,Finance,Interest cover,F23,Report,Interest cover ratio,ratio,,1.6,1.3,1.55,1.785347972,1.68,1.68,1.4,1.12,1.57,1.37,1.26,1.78,2.03,1.36,2.81,2.6,1.8,3.2,4.1,,,
Victoria,"Major—100,000+ connected properties",Barwon Region Water Corporation,Finance,Dividends,F24,Report,Net profit after tax (NPAT),$ 000s,,9529.0,6331.527,21619.895,24313.673,23416.825,21734.116,15354.016,4775.231,22446.405,15598.847,10587.83,26159.096,48461.956,23337.016,18327.671,14754.901,6890.341,9608.206,14069.557,,,
Victoria,"Major—100,000+ connected properties",Barwon Region Water Corporation,Finance,Net profit after tax,F30,Derived,Net profit after tax ratio,ratio,,0.032,0.0231,0.0711,0.0764,0.0759,0.0752,0.0524,0,0.058,0.0405,0.0954,0.1576,0.1063,0.0895,0.0798,0.0413,0.0572,,,,,0
Victoria,"Major—100,000+ connected properties",Barwon Region Water Corporation,Finance,Community service obligations (CSOs),F25,Report,Community service obligations ($),$ 000s,,12039.0,12227.986,12908.683,14480.795,13413.004,12954.068,Not applicable,13208.308,13142.277,12988.359,13053.119,12629.611,12384.332,11393.274,11189.457,9176.919,8129.414,8067.49,8175.071,,,
